,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,CLASS,PLAYER NAME,,,CLAN NAME,,,,,,,,,,TOTAL,,,KILLS PER,,,TOTAL KILLS,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,0,0,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,CLASS 2,,,,,,,,,,,,,,,,,#VALUE!,#VALUE!,,,,
,,,,,,,,,,,,,,,,,,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,
